"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050792","GO:0050792","regulation of viral process","30/790","194/28928",0.154639175257732,5.66253425551351,10.9180099967858,1.58478378275062e-14,1.55903104628092e-12,1.14584037976509e-12,"20684/102639543/623121/236312/100033459/100040462/15950/19130/20568/100038882/23962/231655/246728/246727/23961/23960/246730/94094/76681/434219/20128/209387/68713/69550/20304/58185/12265/17858/224762/16149",30
"GO:0031341","GO:0031341","regulation of cell killing","27/790","156/28928",0.173076923076923,6.33768257059396,11.2007897995475,1.93043787189713e-14,1.82310552621965e-12,1.33992708708312e-12,"16963/30925/12010/83408/80782/16643/27007/14128/16160/18126/13421/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/20400",27
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","27/790","156/28928",0.173076923076923,6.33768257059396,11.2007897995475,1.93043787189713e-14,1.82310552621965e-12,1.33992708708312e-12,"12487/16963/18761/16184/22163/20423/24099/12501/81897/16160/20304/12775/20533/14165/321019/72049/320484/15000/14999/547431/11629/16149/12511/60533/58205/20371/12229",27
"GO:0030098","GO:0030098","lymphocyte differentiation","47/790","472/28928",0.0995762711864407,3.64625616820425,9.7125795159698,2.63055556939627e-14,2.43558498013513e-12,1.79008084877183e-12,"16182/20849/12487/30925/12902/16184/12010/12578/22417/20423/74734/14255/16205/83408/12525/12515/12518/272382/11833/12478/24099/12502/12500/12501/18985/12047/81897/67596/16160/12775/15985/58185/16364/110168/321019/12458/57757/15001/14998/14960/100038862/624681/16149/12482/20371/16186/12229",47
"GO:0032946","GO:0032946","positive regulation of mononuclear cell proliferation","27/790","159/28928",0.169811320754717,6.21810365416766,11.0552231093973,3.13503586523459e-14,2.84685372223803e-12,2.09235085985394e-12,"12487/16963/18761/16184/22163/20423/24099/12501/81897/16160/20304/12775/20533/14165/321019/72049/320484/15000/14999/547431/11629/16149/12511/60533/58205/20371/12229",27
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity","30/790","200/28928",0.15,5.4926582278481,10.6827807243229,3.64855239436212e-14,3.250653661543e-12,2.38913152814536e-12,"16182/12487/16963/30925/14125/12010/83408/16643/27007/14128/16160/327957/58185/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/20371/20400/12229",30
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","22/790","102/28928",0.215686274509804,7.89793993546786,11.6935380701912,4.54823656730277e-14,3.97718019829698e-12,2.92310642541856e-12,"16963/30925/12010/83408/16643/27007/16160/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/20400",22
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","28/790","175/28928",0.16,5.85883544303798,10.8025992162949,4.95778314494784e-14,4.25648218371703e-12,3.12838488591254e-12,"12487/16963/18761/16184/22163/20423/24099/76527/12501/81897/16160/20304/12775/20533/14165/321019/72049/320484/15000/14999/547431/11629/16149/12511/60533/58205/20371/12229",28
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","25/790","137/28928",0.182481751824818,6.68206597061813,11.170093574599,5.08406019878138e-14,4.28695218904387e-12,3.15077941266583e-12,"16963/30925/12010/83408/80782/16643/27007/16160/13421/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/20400",25
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","29/790","190/28928",0.152631578947368,5.58902065289807,10.6337678122902,6.15248758458522e-14,5.09685024112481e-12,3.74602983681948e-12,"12487/69169/240754/12503/77799/329693/12526/12525/93675/12518/12483/16797/12478/12501/12047/67596/78473/12775/15985/12143/547431/100038862/632126/624681/74556/12482/20371/20400/12229",29
"GO:0002758","GO:0002758","innate immune response-activating signaling pathway","36/790","294/28928",0.122448979591837,4.48380263497804,10.0601586345474,6.2806185363235e-14,5.11328978077924e-12,3.75811239823205e-12,"102639543/623121/236312/100033459/100040462/15950/228801/229898/14469/100061/231655/246727/23961/23960/246730/414084/16643/27007/20128/54123/234311/81897/327957/637515/80861/382551/58185/16364/54483/15511/224762/224840/12475/60533/71398/12229",36
"GO:0042742","GO:0042742","defense response to bacterium","43/790","413/28928",0.104116222760291,3.81249885064517,9.64604585889547,7.28994481818512e-14,5.83442702228307e-12,4.28812632748552e-12,"19074/14061/12010/266620/192201/20568/16447/229898/55932/14468/14469/100038882/16069/76074/246728/246727/23961/23960/246730/109648/27007/244202/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/81897/16160/18126/66107/76758/78416/331063/270328/74548/57757/14972",43
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","12/790","22/28928",0.545454545454545,19.9733026467204,14.916911266004,7.97515200370553e-14,6.27644462691625e-12,4.6129958168802e-12,"12010/13040/15001/14998/15000/14999/15002/14961/14960/14969/381091/16149",12
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","16/790","48/28928",0.333333333333333,12.2059071729958,13.0193012335074,8.22503075931259e-14,6.36698282712689e-12,4.67953863907741e-12,"12010/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",16
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","14/790","34/28928",0.411764705882353,15.0778853313477,13.7623208464061,9.61259412339392e-14,7.32107571784937e-12,5.38076788197449e-12,"12010/13040/14972/15001/14998/15000/14999/21355/15002/14961/14960/14969/381091/16149",14
"GO:0002483","GO:0002483","antigen processing and presentation of endogenous peptide antigen","16/790","49/28928",0.326530612244898,11.9568070266081,12.8620326670984,1.1905807058635e-13,8.92368586204357e-12,6.55863757265156e-12,"12010/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",16
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity","28/790","187/28928",0.149732620320856,5.48286739321736,10.304914410097,2.71982131602172e-13,2.00671816472728e-11,1.47487678929665e-11,"16963/30925/14061/12010/12481/83408/80782/16643/27007/72310/16160/13421/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/20400",28
"GO:0042098","GO:0042098","T cell proliferation","32/790","246/28928",0.130081300813008,4.76328084799835,9.93226043870205,2.95597420827579e-13,2.14740157099665e-11,1.57827481209478e-11,"12487/16963/18761/16184/27371/12578/22417/22163/20423/93675/27027/170786/24099/15930/12501/16160/20556/20304/12775/20533/72049/208154/320484/15000/14999/14960/547431/11629/12511/60533/58205/20371",32
"GO:0045069","GO:0045069","regulation of viral genome replication","21/790","100/28928",0.21,7.68972151898734,11.2284397594497,3.00305281909393e-13,2.14854778966084e-11,1.57911724793504e-11,"102639543/623121/236312/100033459/100040462/15950/19130/20568/100038882/23962/231655/246728/246727/23961/23960/246730/68713/69550/20304/58185/17858",21
"GO:0019883","GO:0019883","antigen processing and presentation of endogenous antigen","16/790","52/28928",0.307692307692308,11.2669912366115,12.4163794791708,3.41408888878751e-13,2.40616831833651e-11,1.76846049745992e-11,"12010/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",16
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","18/790","71/28928",0.253521126760563,9.2833660188982,11.7092497008462,4.72475160635415e-13,3.28092310076534e-11,2.41137864491481e-11,"16963/12010/16643/16160/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",18
"GO:0002428","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","15/790","45/28928",0.333333333333333,12.2059071729958,12.6052295274097,4.94923695832154e-13,3.38699955321657e-11,2.4893416097004e-11,"12010/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",15
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","34/790","283/28928",0.120141342756184,4.39930223196314,9.62891193430493,5.44749696626504e-13,3.67472581067193e-11,2.70081165380088e-11,"102639543/623121/236312/100033459/100040462/15950/228801/229898/14469/100061/231655/246727/23961/23960/246730/414084/20128/54123/234311/81897/327957/637515/80861/382551/58185/16364/54483/15511/224762/224840/12475/60533/71398/12229",34
"GO:0002753","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","28/790","193/28928",0.145077720207254,5.31241555715878,10.0719204891627,6.0487183616178e-13,4.02282367655764e-11,2.95665299306952e-11,"102639543/623121/236312/100033459/100040462/15950/229898/14469/231655/246727/23961/23960/246730/20128/54123/234311/81897/327957/637515/80861/382551/58185/54483/15511/224762/224840/71398/12229",28
"GO:0001916","GO:0001916","positive regulation of T cell mediated cytotoxicity","17/790","63/28928",0.26984126984127,9.88097247337754,11.8239789684955,6.9062048612969e-13,4.52931935486721e-11,3.3289119046339e-11,"16963/12010/16160/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",17
"GO:0019730","GO:0019730","antimicrobial humoral response","29/790","210/28928",0.138095238095238,5.05673297166968,9.88615930638833,8.38353319715168e-13,5.42288270643154e-11,3.9856537780835e-11,"16963/14061/12010/192201/20568/16447/16069/20309/56221/109648/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/20299/20295/20306/20307/20304/20303/66107/56838/78416",29
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","12/790","26/28928",0.461538461538462,16.9004868549172,13.5910114563892,1.07725656808097e-12,6.78820553026521e-11,4.9891245086347e-11,"12010/13040/15001/14998/15000/14999/15002/14961/14960/14969/381091/16149",12
"GO:0071222","GO:0071222","cellular response to lipopolysaccharide","37/790","340/28928",0.108823529411765,3.98486969471333,9.27665871250316,1.08498091585571e-12,6.78820553026521e-11,4.9891245086347e-11,"98256/12902/12010/229898/55932/14468/14469/18671/20309/414084/27007/76681/434219/20128/209387/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/17394/81897/16160/327957/18126/22169/17079/100503545/12475/12511/60533/58205",37
"GO:0034341","GO:0034341","response to type II interferon","24/790","143/28928",0.167832167832168,6.14563158360627,10.3357553531725,1.0925531984332e-12,6.78820553026521e-11,4.9891245086347e-11,"20684/70789/229898/55932/14468/14469/76074/20617/68713/69550/434341/16160/18126/20304/76815/54483/12265/547253/11629/15018/110558/24108/16149/12705",24
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","20/790","96/28928",0.208333333333333,7.62869198312236,10.9004568905135,1.29235235989835e-12,7.92530888758443e-11,5.8248608757141e-11,"16182/16963/12010/16160/58185/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/20371",20
"GO:0042129","GO:0042129","regulation of T cell proliferation","28/790","200/28928",0.14,5.12648101265823,9.81207329506218,1.47713621030844e-12,8.88836756483505e-11,6.53267969889235e-11,"12487/16963/18761/16184/12578/20423/93675/27027/170786/24099/15930/12501/16160/20304/12775/20533/72049/208154/320484/15000/14999/14960/547431/11629/12511/60533/58205/20371",28
"GO:0002396","GO:0002396","MHC protein complex assembly","10/790","16/28928",0.625,22.8860759493671,14.6726127840809,1.50586489874376e-12,8.88836756483505e-11,6.53267969889235e-11,"12010/15001/14998/15000/14999/15002/14961/14960/14969/381091",10
"GO:0002501","GO:0002501","peptide antigen assembly with MHC protein complex","10/790","16/28928",0.625,22.8860759493671,14.6726127840809,1.50586489874376e-12,8.88836756483505e-11,6.53267969889235e-11,"12010/15001/14998/15000/14999/15002/14961/14960/14969/381091",10
"GO:0002456","GO:0002456","T cell mediated immunity","26/790","172/28928",0.151162790697674,5.53523697380041,9.9958240146961,1.54077057662992e-12,8.98212180598328e-11,6.60158621331882e-11,"16182/16963/12902/12010/12525/16643/16160/20556/58185/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/224840/60533/20371",26
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","14/790","41/28928",0.341463414634146,12.5036122259957,12.3507568589469,2.03836127536013e-12,1.1621599063144e-10,8.54152168153230e-11,"12010/13040/14972/15001/14998/15000/14999/21355/15002/14961/14960/14969/381091/16149",14
"GO:0002475","GO:0002475","antigen processing and presentation via MHC class Ib","15/790","49/28928",0.306122448979592,11.2095065874451,11.9847878057706,2.04276307124302e-12,1.1621599063144e-10,8.54152168153230e-11,"12010/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",15
"GO:0071219","GO:0071219","cellular response to molecule of bacterial origin","37/790","349/28928",0.106017191977077,3.88210801204164,9.07649311970129,2.38808204407091e-12,1.34244326334558e-10,9.86654949787192e-11,"98256/12902/12010/229898/55932/14468/14469/18671/20309/414084/27007/76681/434219/20128/209387/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/17394/81897/16160/327957/18126/22169/17079/100503545/12475/12511/60533/58205",37
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","12/790","28/28928",0.428571428571429,15.6933092224231,13.0337186983899,3.22719038547719e-12,1.79279917649686e-10,1.31765284221899e-10,"12010/13040/15001/14998/15000/14999/15002/14961/14960/14969/381091/16149",12
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","25/790","164/28928",0.152439024390244,5.58196974374807,9.85980059513114,3.41623136844134e-12,1.87574936299768e-10,1.37861870523269e-10,"16963/14061/12010/16447/20309/56221/109648/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/20299/20295/20306/20307/20304/20303/56838/78416",25
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","21/790","113/28928",0.185840707964602,6.80506329113924,10.3598984809237,3.69896966001389e-12,2.00764767064202e-10,1.47555994786035e-10,"12487/16963/18761/16184/20423/24099/12501/16160/20304/12775/20533/72049/320484/15000/14999/547431/11629/12511/60533/58205/20371",21
"GO:0071216","GO:0071216","cellular response to biotic stimulus","38/790","378/28928",0.100529100529101,3.68114660772889,8.79188576772978,6.10594309084747e-12,3.23361095968819e-10,2.37660566086894e-10,"98256/12902/12010/229898/55932/14468/14469/18671/20309/414084/27007/76681/434219/20128/209387/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/17394/81897/16160/327957/18126/22169/17079/100503545/12475/12511/60533/58205/12229",38
"GO:0002476","GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","14/790","44/28928",0.318181818181818,11.6510932105869,11.8470572239546,6.16317209597495e-12,3.23361095968819e-10,2.37660566086894e-10,"14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",14
"GO:0002484","GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","14/790","44/28928",0.318181818181818,11.6510932105869,11.8470572239546,6.16317209597495e-12,3.23361095968819e-10,2.37660566086894e-10,"14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",14
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","22/790","129/28928",0.170542635658915,6.24488273967226,10.0036978316319,6.86252487395361e-12,3.56097169833065e-10,2.61720584261713e-10,"16182/16963/12010/16643/16160/58185/14972/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990/60533/20371",22
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","16/790","62/28928",0.258064516129032,9.44973458554512,11.1600011523132,6.98141451441768e-12,3.58328688446525e-10,2.63360682540447e-10,"12010/14972/21354/21355/15006/15013/15015/110557/15018/68395/110558/15039/100529082/15024/667977/14990",16
